Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,high_pollution
14/07/2004,11.00.00,1.8,932.0,,11.3,1026.0,195.0,851.0,122.0,1523.0,944.0,33.4,17.1,0.8627,0
05/01/2005,05.00.00,1.7,1187.0,,6.8,850.0,242.0,653.0,109.0,1169.0,1383.0,7.6,72.7,0.7598,0
21/11/2004,10.00.00,0.4,941.0,,6.4,832.0,234.0,914.0,125.0,970.0,964.0,7.2,42.8,0.4356,0
30/04/2004,07.00.00,3.0,1458.0,345.0,18.3,1249.0,213.0,662.0,111.0,2033.0,1380.0,16.6,68.2,1.2737,1
08/02/2005,15.00.00,1.6,973.0,,5.3,777.0,286.0,858.0,165.0,844.0,719.0,13.9,20.7,0.3271,0
30/03/2004,06.00.00,1.1,1054.0,86.0,5.3,779.0,111.0,1080.0,98.0,1266.0,1013.0,11.3,40.3,0.5376,0
03/04/2004,06.00.00,0.9,1041.0,60.0,3.5,683.0,73.0,1112.0,69.0,1398.0,899.0,13.9,59.6,0.9408,0
23/03/2004,00.00.00,0.9,982.0,73.0,3.8,700.0,53.0,1204.0,72.0,1359.0,735.0,13.8,51.4,0.8071,0
25/03/2005,12.00.00,1.4,1367.0,,13.6,1105.0,371.0,503.0,140.0,1578.0,1391.0,21.3,46.6,1.1628,0
05/06/2004,10.00.00,1.1,891.0,,5.3,780.0,87.0,1110.0,68.0,1543.0,689.0,24.1,41.3,1.2202,0
31/05/2004,16.00.00,1.8,1104.0,,15.7,1171.0,150.0,827.0,128.0,1803.0,968.0,28.1,29.8,1.1132,0
26/03/2004,02.00.00,1.2,974.0,61.0,3.6,690.0,67.0,1208.0,83.0,1313.0,733.0,9.4,62.6,0.7398,0
25/07/2004,20.00.00,1.6,1049.0,,6.6,839.0,103.0,846.0,110.0,1636.0,858.0,28.5,41.6,1.5959,0
04/11/2004,06.00.00,0.7,897.0,,4.7,750.0,156.0,874.0,46.0,1270.0,799.0,15.8,73.5,1.3151,0
13/06/2004,10.00.00,0.6,811.0,,2.5,622.0,52.0,1315.0,60.0,1307.0,432.0,22.3,35.3,0.9371,0
30/10/2004,19.00.00,4.9,1493.0,,25.3,1437.0,581.0,470.0,116.0,2015.0,1551.0,21.2,67.4,1.6755,1
12/01/2005,00.00.00,1.2,1208.0,,9.6,964.0,399.0,602.0,127.0,1305.0,1350.0,12.0,66.6,0.9293,0
02/02/2005,06.00.00,2.2,1069.0,,4.5,737.0,257.0,792.0,125.0,946.0,1114.0,2.6,67.5,0.5034,1
22/02/2005,20.00.00,2.6,1062.0,,8.1,903.0,270.0,717.0,190.0,1141.0,720.0,4.2,77.8,0.6491,1
04/05/2004,18.00.00,3.9,1377.0,,20.6,1313.0,191.0,612.0,109.0,2120.0,1220.0,18.3,62.8,1.3127,1
24/06/2004,19.00.00,3.0,1190.0,,15.9,1177.0,168.0,695.0,128.0,1934.0,1046.0,30.3,30.8,1.3044,1
19/07/2004,06.00.00,0.8,1044.0,,8.3,912.0,111.0,758.0,89.0,1604.0,1177.0,21.4,46.5,1.172,0
13/03/2004,11.00.00,4.1,1542.0,283.0,16.1,1184.0,296.0,808.0,158.0,1780.0,1583.0,15.6,42.2,0.7451,1
06/11/2004,07.00.00,1.1,1002.0,,6.3,828.0,233.0,798.0,58.0,1307.0,857.0,14.0,76.6,1.2183,0
22/12/2004,08.00.00,2.0,1069.0,,8.8,931.0,481.0,782.0,152.0,1054.0,1110.0,4.5,53.0,0.4495,1
22/05/2004,15.00.00,1.8,1237.0,,10.5,997.0,97.0,800.0,87.0,1688.0,924.0,29.2,27.0,1.081,0
05/03/2005,10.00.00,1.1,915.0,,3.1,658.0,166.0,957.0,121.0,866.0,562.0,10.0,37.7,0.4643,0
20/10/2004,21.00.00,4.7,1506.0,,22.3,1360.0,529.0,458.0,113.0,1944.0,1609.0,22.0,69.2,1.8061,1
16/04/2004,22.00.00,2.7,1235.0,159.0,9.6,963.0,166.0,803.0,103.0,1680.0,1095.0,13.1,80.1,1.2016,1
29/04/2004,22.00.00,2.7,1342.0,202.0,13.7,1106.0,156.0,694.0,102.0,1856.0,1443.0,17.8,61.0,1.2352,1
28/10/2004,18.00.00,5.9,1463.0,,28.2,1508.0,650.0,468.0,136.0,2092.0,1670.0,20.3,66.7,1.5656,1
03/04/2004,07.00.00,2.0,1272.0,200.0,9.5,959.0,159.0,846.0,91.0,1660.0,1136.0,13.3,61.7,0.9399,1
12/04/2004,19.00.00,1.8,1070.0,79.0,5.2,776.0,127.0,1065.0,93.0,1369.0,697.0,10.6,59.5,0.7595,0
24/03/2004,01.00.00,1.1,997.0,74.0,4.6,744.0,76.0,1151.0,79.0,1405.0,832.0,10.8,62.5,0.8082,0
16/09/2004,12.00.00,1.7,1021.0,,10.0,979.0,248.0,798.0,95.0,1580.0,958.0,21.1,58.3,1.4444,0
15/06/2004,22.00.00,2.0,969.0,,10.1,983.0,97.0,853.0,101.0,1680.0,862.0,23.9,40.9,1.1966,1
18/05/2004,10.00.00,2.4,1215.0,,12.3,1062.0,199.0,794.0,119.0,1650.0,1381.0,25.3,27.0,0.8565,1
17/02/2005,13.00.00,1.4,1041.0,,5.0,763.0,196.0,790.0,130.0,1003.0,808.0,8.3,47.8,0.5238,0
10/04/2004,08.00.00,2.0,1159.0,167.0,9.9,976.0,138.0,837.0,76.0,1663.0,1098.0,12.4,64.0,0.9206,1
10/07/2004,02.00.00,1.0,940.0,,6.7,845.0,57.0,845.0,70.0,1539.0,704.0,21.6,51.9,1.3254,0
09/01/2005,12.00.00,1.9,1232.0,,8.1,903.0,284.0,626.0,127.0,1313.0,1152.0,15.0,56.2,0.9539,0
02/03/2005,21.00.00,2.8,1180.0,,11.1,1020.0,473.0,656.0,199.0,1054.0,1629.0,5.1,36.4,0.323,1
24/02/2005,10.00.00,2.7,1178.0,,9.0,939.0,573.0,640.0,244.0,1228.0,1165.0,4.1,83.9,0.6967,1
06/09/2004,21.00.00,1.3,952.0,,5.5,787.0,,856.0,,1342.0,723.0,25.7,35.8,1.16,0
09/02/2005,21.00.00,2.9,,,,,254.0,,187.0,,,,,,1
26/03/2005,03.00.00,1.2,1167.0,,6.4,829.0,202.0,622.0,89.0,1360.0,1172.0,16.1,71.3,1.2955,0
25/12/2004,15.00.00,2.4,1331.0,,9.7,966.0,266.0,633.0,159.0,1266.0,1745.0,12.1,61.8,0.8723,1
26/02/2005,03.00.00,2.1,1082.0,,6.7,843.0,,729.0,,1061.0,1090.0,2.8,74.0,0.5591,1
04/02/2005,04.00.00,0.8,949.0,,3.1,657.0,158.0,895.0,115.0,948.0,991.0,5.0,63.5,0.5575,0
21/12/2004,12.00.00,1.7,897.0,,6.7,845.0,322.0,942.0,135.0,943.0,787.0,7.8,36.8,0.3908,0
15/03/2004,19.00.00,8.0,2040.0,685.0,39.2,1754.0,404.0,542.0,187.0,2679.0,2122.0,20.4,42.5,1.0086,1
23/12/2004,13.00.00,4.1,1247.0,,16.3,1188.0,707.0,598.0,210.0,1237.0,1692.0,9.1,36.1,0.4172,1
01/07/2004,05.00.00,0.8,938.0,,5.4,782.0,75.0,879.0,66.0,1685.0,1001.0,23.4,58.6,1.6651,0
01/04/2005,11.00.00,1.0,939.0,,3.6,687.0,197.0,870.0,123.0,981.0,550.0,18.9,33.8,0.7312,0
28/08/2004,07.00.00,0.7,818.0,,4.3,726.0,38.0,921.0,43.0,1330.0,685.0,19.6,56.1,1.2651,0
16/03/2005,21.00.00,4.9,1545.0,,23.5,1390.0,582.0,423.0,229.0,1676.0,1915.0,16.9,42.9,0.8222,1
13/09/2004,17.00.00,3.1,1241.0,,18.5,1254.0,360.0,693.0,145.0,1735.0,1149.0,34.3,24.7,1.3154,1
21/03/2004,22.00.00,1.9,1195.0,,8.0,898.0,122.0,933.0,105.0,1594.0,1098.0,17.0,51.7,0.9914,0
18/03/2005,10.00.00,4.3,1400.0,,17.6,1227.0,558.0,465.0,192.0,1542.0,1661.0,15.4,42.5,0.7379,1
14/11/2004,17.00.00,0.7,795.0,,1.8,569.0,109.0,1773.0,63.0,959.0,429.0,8.2,57.9,0.6293,0
05/11/2004,06.00.00,0.5,862.0,,3.4,677.0,96.0,973.0,43.0,1192.0,725.0,16.1,69.3,1.2591,0
20/09/2004,22.00.00,2.0,1034.0,,9.9,972.0,230.0,747.0,115.0,1437.0,1118.0,23.9,38.1,1.1123,1
17/02/2005,10.00.00,1.8,1035.0,,5.4,783.0,295.0,794.0,167.0,969.0,943.0,10.1,36.7,0.4536,0
27/10/2004,20.00.00,2.8,1184.0,,15.3,1157.0,338.0,586.0,94.0,1685.0,1273.0,18.2,71.4,1.4776,1
13/09/2004,15.00.00,2.0,1154.0,,11.3,1026.0,505.0,773.0,208.0,1623.0,1212.0,32.6,31.8,1.5361,1
22/06/2004,15.00.00,1.7,1040.0,,11.2,1022.0,115.0,826.0,98.0,1747.0,812.0,31.8,25.6,1.1868,0
24/04/2004,23.00.00,1.3,1004.0,71.0,3.2,667.0,68.0,1157.0,69.0,1365.0,492.0,11.5,76.9,1.0436,0
17/03/2005,21.00.00,4.9,1413.0,,18.4,1251.0,646.0,478.0,240.0,1504.0,1682.0,16.1,38.7,0.7023,1
21/12/2004,01.00.00,1.5,818.0,,4.3,725.0,246.0,1065.0,127.0,849.0,694.0,6.4,35.8,0.3471,0
28/02/2005,06.00.00,0.3,779.0,,0.2,402.0,34.0,1665.0,31.0,684.0,257.0,2.8,52.6,0.3972,0
11/10/2004,09.00.00,4.6,1464.0,,25.6,1444.0,565.0,475.0,85.0,2049.0,1625.0,19.7,68.9,1.5638,1
22/07/2004,18.00.00,3.6,1339.0,,22.0,1352.0,225.0,569.0,187.0,1990.0,1469.0,40.6,18.2,1.368,1
16/03/2005,18.00.00,3.5,1315.0,,17.5,1225.0,518.0,509.0,193.0,1408.0,1365.0,24.1,20.6,0.6075,1
01/10/2004,15.00.00,2.4,1306.0,,12.9,1079.0,278.0,603.0,105.0,1668.0,1286.0,25.4,47.4,1.517,1
03/01/2005,13.00.00,1.6,,,,,222.0,,106.0,,,,,,0
13/09/2004,16.00.00,2.3,1172.0,,14.9,1145.0,275.0,735.0,128.0,1676.0,1049.0,35.2,25.2,1.4111,1
19/06/2004,04.00.00,0.6,850.0,,3.9,703.0,38.0,1021.0,54.0,1511.0,658.0,21.2,55.0,1.3689,0
14/12/2004,00.00.00,1.9,1071.0,,7.4,873.0,339.0,739.0,107.0,1150.0,1193.0,8.6,70.5,0.7915,0
21/06/2004,21.00.00,2.1,1007.0,,11.4,1027.0,114.0,798.0,112.0,1737.0,904.0,23.1,41.5,1.1582,1
14/07/2004,06.00.00,1.3,960.0,,9.9,973.0,140.0,769.0,89.0,1616.0,1155.0,18.8,49.4,1.0624,0
01/04/2004,08.00.00,6.2,1722.0,1042.0,31.9,1595.0,378.0,539.0,119.0,2439.0,1798.0,11.9,60.9,0.8455,1
15/02/2005,11.00.00,1.0,863.0,,3.3,669.0,198.0,993.0,133.0,776.0,511.0,11.3,24.9,0.3318,0
14/02/2005,11.00.00,2.5,1295.0,,33.9,1639.0,164.0,477.0,123.0,1013.0,1582.0,11.7,36.9,0.506,1
20/03/2005,07.00.00,0.7,977.0,,2.7,631.0,113.0,859.0,78.0,1120.0,659.0,12.4,66.2,0.95,0
19/09/2004,01.00.00,1.4,973.0,,7.1,862.0,149.0,850.0,81.0,1436.0,957.0,20.6,53.2,1.2742,0
26/08/2004,15.00.00,1.4,,,,,89.0,,76.0,,,,,,0
18/01/2005,18.00.00,4.9,1604.0,,27.7,1496.0,939.0,410.0,215.0,1733.0,1969.0,5.0,79.6,0.7022,1
22/01/2005,21.00.00,2.7,1316.0,,21.1,1327.0,794.0,549.0,224.0,1328.0,1613.0,9.7,31.9,0.3848,1
10/02/2005,19.00.00,6.2,,,,,687.0,,243.0,,,,,,1
16/05/2004,16.00.00,1.4,1217.0,,9.2,947.0,66.0,887.0,85.0,1566.0,648.0,31.2,24.6,1.0987,0
07/09/2004,09.00.00,2.1,1081.0,,10.2,983.0,145.0,703.0,64.0,1546.0,1079.0,27.3,38.3,1.3669,1
06/02/2005,18.00.00,1.1,925.0,,2.9,649.0,186.0,1003.0,142.0,819.0,570.0,6.9,36.4,0.3635,0
28/01/2005,21.00.00,1.8,,,,,219.0,,153.0,,,,,,0
16/06/2004,23.00.00,2.4,1060.0,,13.4,1099.0,122.0,742.0,98.0,1838.0,1077.0,22.5,45.3,1.2226,1
28/11/2004,15.00.00,1.9,1069.0,,6.9,854.0,252.0,780.0,99.0,1242.0,999.0,13.4,61.9,0.9513,0
16/01/2005,07.00.00,1.4,1011.0,,5.4,783.0,255.0,835.0,118.0,1013.0,1026.0,3.9,67.1,0.5483,0
24/07/2004,20.00.00,1.2,966.0,,4.4,735.0,59.0,932.0,70.0,1494.0,567.0,28.2,41.9,1.5776,0
30/06/2004,13.00.00,2.3,1162.0,,14.0,1117.0,118.0,700.0,139.0,1857.0,1044.0,36.9,26.9,1.6477,1
03/07/2004,14.00.00,0.8,896.0,,6.1,817.0,57.0,992.0,70.0,1426.0,554.0,37.4,15.8,0.9998,0
10/02/2005,09.00.00,3.8,,,,,540.0,,289.0,,,,,,1
01/12/2004,13.00.00,4.0,1351.0,,19.3,1278.0,712.0,1249.0,163.0,1623.0,1582.0,13.6,65.6,1.0167,1
07/12/2004,15.00.00,3.0,1199.0,,13.7,1108.0,423.0,818.0,123.0,1450.0,1250.0,19.2,47.1,1.0371,1
20/06/2004,17.00.00,1.4,,,,,68.0,,86.0,,,,,,0
02/11/2004,03.00.00,0.7,825.0,,3.1,661.0,,987.0,,1334.0,753.0,17.5,74.5,1.4781,0
25/03/2004,11.00.00,1.6,1066.0,116.0,6.8,849.0,130.0,1039.0,98.0,1468.0,829.0,11.0,64.4,0.8447,0
06/01/2005,20.00.00,2.7,1325.0,,11.3,1027.0,426.0,591.0,162.0,1394.0,1365.0,13.5,63.0,0.9686,1
07/09/2004,15.00.00,1.4,919.0,,7.1,862.0,,851.0,,1293.0,697.0,31.6,20.8,0.9562,0
13/09/2004,10.00.00,3.1,1372.0,,18.4,1251.0,475.0,609.0,138.0,1890.0,1588.0,25.4,53.0,1.6963,1
09/06/2004,08.00.00,6.4,1496.0,,36.9,1705.0,357.0,507.0,151.0,2691.0,2147.0,23.4,46.1,1.3091,1
25/06/2004,22.00.00,2.6,1054.0,,13.8,1110.0,174.0,765.0,130.0,1670.0,1167.0,25.0,28.7,0.8944,1
28/11/2004,14.00.00,2.3,1136.0,,8.2,906.0,346.0,729.0,120.0,1274.0,1140.0,12.6,63.2,0.9209,1
21/03/2005,06.00.00,0.7,1003.0,,3.0,650.0,113.0,831.0,73.0,1158.0,750.0,12.9,67.5,0.999,0
23/09/2004,08.00.00,2.8,1251.0,,18.8,1264.0,282.0,582.0,104.0,1897.0,1393.0,23.7,54.4,1.5765,1
03/04/2005,08.00.00,0.7,936.0,,2.4,611.0,134.0,911.0,89.0,949.0,741.0,13.5,40.0,0.6168,0
24/12/2004,09.00.00,6.1,1458.0,,20.4,1307.0,706.0,497.0,165.0,1483.0,2103.0,6.1,60.5,0.5719,1
30/01/2005,16.00.00,1.0,845.0,,1.8,569.0,128.0,1151.0,95.0,709.0,397.0,7.9,25.9,0.2774,0
07/09/2004,21.00.00,2.2,1088.0,,11.1,1019.0,,668.0,,1554.0,1165.0,26.3,34.1,1.1453,1
10/02/2005,04.00.00,1.4,,,,,95.0,,87.0,,,,,,0
25/03/2004,15.00.00,1.9,1084.0,154.0,8.6,924.0,125.0,986.0,92.0,1501.0,786.0,16.0,41.3,0.7462,0
13/11/2004,08.00.00,2.1,1157.0,,9.7,967.0,421.0,678.0,124.0,1365.0,1087.0,14.9,64.1,1.0773,1
02/02/2005,10.00.00,5.6,1416.0,,19.6,1285.0,824.0,501.0,230.0,1390.0,1809.0,5.8,53.1,0.4942,1
24/06/2004,17.00.00,1.6,989.0,,7.8,889.0,85.0,889.0,89.0,1602.0,664.0,35.3,20.8,1.1664,0
26/08/2004,16.00.00,1.0,,,,,58.0,,60.0,,,,,,0
01/11/2004,09.00.00,1.9,1111.0,,9.8,970.0,266.0,667.0,62.0,1594.0,1441.0,20.3,71.1,1.6803,0
26/11/2004,21.00.00,8.1,1759.0,,31.6,1588.0,1155.0,437.0,205.0,1971.0,2234.0,14.6,67.7,1.1164,1
24/09/2004,00.00.00,1.0,969.0,,6.5,835.0,97.0,859.0,64.0,1437.0,773.0,22.7,53.7,1.458,0
03/07/2004,09.00.00,1.9,1125.0,,11.1,1016.0,168.0,712.0,124.0,1725.0,1256.0,25.3,40.7,1.2921,0
12/01/2005,01.00.00,2.4,1280.0,,11.4,1029.0,399.0,564.0,123.0,1366.0,1363.0,11.4,69.6,0.9373,1
02/04/2004,19.00.00,4.7,1620.0,710.0,24.1,1407.0,215.0,641.0,154.0,2052.0,1567.0,21.2,40.1,0.9978,1
27/01/2005,17.00.00,1.5,906.0,,5.1,769.0,224.0,913.0,142.0,865.0,726.0,6.5,32.4,0.3155,0
04/07/2004,16.00.00,0.6,872.0,,4.0,708.0,39.0,1106.0,56.0,1331.0,489.0,38.9,15.6,1.0613,0
16/03/2004,16.00.00,2.9,1407.0,201.0,16.6,1197.0,184.0,905.0,129.0,1759.0,1313.0,28.2,18.6,0.7014,1
29/05/2004,12.00.00,0.9,894.0,,6.0,810.0,82.0,1204.0,74.0,1421.0,585.0,21.8,34.9,0.9004,0
03/03/2005,15.00.00,1.5,1108.0,,5.4,783.0,272.0,758.0,151.0,1115.0,964.0,6.0,70.1,0.6577,0
11/01/2005,08.00.00,3.2,1474.0,,19.0,1268.0,583.0,502.0,136.0,1677.0,1503.0,12.1,67.6,0.95,1
11/10/2004,18.00.00,4.5,1326.0,,22.2,1356.0,448.0,525.0,95.0,1966.0,1405.0,20.8,61.4,1.4898,1
19/06/2004,20.00.00,1.7,,,,,88.0,,91.0,,,,,,0
28/08/2004,05.00.00,0.4,749.0,,1.7,559.0,25.0,1145.0,33.0,1255.0,584.0,22.5,48.6,1.3077,0
06/04/2004,14.00.00,2.5,1221.0,297.0,11.5,1032.0,166.0,811.0,131.0,1630.0,913.0,19.3,35.4,0.7813,1
28/08/2004,11.00.00,1.5,975.0,,7.7,887.0,85.0,829.0,86.0,1478.0,737.0,32.3,27.2,1.2933,0
18/12/2004,02.00.00,1.4,1086.0,,5.1,769.0,190.0,822.0,100.0,1196.0,857.0,12.4,73.8,1.0574,0
15/03/2005,05.00.00,0.4,923.0,,1.2,516.0,75.0,1049.0,59.0,1002.0,667.0,10.1,64.5,0.7968,0
14/03/2004,20.00.00,5.9,1898.0,341.0,23.1,1381.0,325.0,681.0,173.0,2103.0,1905.0,17.6,46.1,0.921,1
14/09/2004,01.00.00,0.7,891.0,,3.9,708.0,110.0,1005.0,51.0,1382.0,823.0,24.8,49.0,1.5092,0
26/02/2005,07.00.00,1.0,855.0,,1.9,578.0,144.0,1121.0,108.0,855.0,599.0,5.7,54.3,0.5022,0
25/04/2004,11.00.00,0.9,862.0,71.0,2.7,635.0,58.0,1320.0,58.0,1193.0,393.0,17.2,35.0,0.6789,0
24/03/2004,12.00.00,1.5,1098.0,118.0,6.7,842.0,117.0,1012.0,85.0,1440.0,828.0,15.6,40.6,0.7146,0
01/12/2004,03.00.00,0.9,856.0,,3.0,654.0,,2042.0,,1100.0,709.0,8.7,82.4,0.9294,0
10/11/2004,06.00.00,0.3,771.0,,0.9,490.0,48.0,1419.0,39.0,990.0,411.0,6.3,84.8,0.8148,0
23/09/2004,13.00.00,2.9,1229.0,,17.2,1217.0,273.0,599.0,130.0,1795.0,1107.0,29.0,39.6,1.5581,1
11/03/2005,00.00.00,1.4,1039.0,,5.2,774.0,227.0,786.0,133.0,949.0,1173.0,7.7,41.7,0.4387,0
13/01/2005,11.00.00,3.6,1396.0,,16.5,1196.0,713.0,524.0,175.0,1492.0,1653.0,11.7,62.7,0.8586,1
12/01/2005,15.00.00,3.4,1304.0,,18.2,1244.0,491.0,507.0,173.0,1558.0,1497.0,15.7,48.8,0.8657,1
21/02/2005,02.00.00,0.8,910.0,,1.2,518.0,66.0,1130.0,59.0,936.0,404.0,5.7,70.3,0.6498,0
10/02/2005,11.00.00,3.7,,,,,646.0,,232.0,,,,,,1
07/10/2004,20.00.00,7.0,1757.0,,35.7,1680.0,669.0,396.0,117.0,2280.0,1959.0,23.2,54.7,1.5296,1
10/07/2004,20.00.00,1.3,970.0,,8.0,900.0,70.0,856.0,77.0,1559.0,647.0,26.1,33.7,1.1228,0
02/04/2005,16.00.00,0.9,910.0,,2.9,644.0,149.0,971.0,106.0,873.0,428.0,21.6,20.8,0.5292,0
06/03/2005,09.00.00,0.7,877.0,,1.5,541.0,93.0,1148.0,79.0,829.0,399.0,7.3,48.7,0.5007,0
23/08/2004,09.00.00,2.0,1011.0,,12.0,1051.0,111.0,702.0,,1659.0,1087.0,25.3,41.7,1.3243,1
07/03/2005,15.00.00,1.3,894.0,,4.5,737.0,278.0,913.0,158.0,805.0,604.0,9.7,25.7,0.3088,0
11/06/2004,04.00.00,0.4,789.0,,2.6,623.0,36.0,1146.0,53.0,1407.0,663.0,22.0,44.3,1.1553,0
27/02/2005,02.00.00,3.3,1016.0,,5.3,780.0,255.0,798.0,145.0,1004.0,1060.0,4.6,64.4,0.5525,1
16/04/2004,16.00.00,4.7,1498.0,536.0,17.7,1230.0,250.0,649.0,140.0,1963.0,1308.0,14.6,74.9,1.2391,1
13/12/2004,02.00.00,1.8,995.0,,5.9,807.0,213.0,978.0,90.0,1056.0,1044.0,6.7,64.6,0.6381,0
09/12/2004,09.00.00,2.0,1019.0,,7.4,874.0,287.0,1113.0,114.0,1235.0,905.0,14.5,56.5,0.9306,1
21/09/2004,19.00.00,5.4,1422.0,,28.7,1520.0,531.0,494.0,210.0,2087.0,1624.0,26.7,42.3,1.4618,1
19/01/2005,07.00.00,0.1,909.0,,2.5,622.0,130.0,1046.0,89.0,992.0,730.0,5.6,69.5,0.6362,0
31/05/2004,12.00.00,1.4,1018.0,,13.1,1088.0,127.0,909.0,120.0,1677.0,795.0,30.3,22.8,0.9695,0
27/03/2004,12.00.00,1.9,1071.0,176.0,9.0,940.0,111.0,994.0,93.0,1449.0,756.0,17.6,30.1,0.6013,0
23/10/2004,18.00.00,4.0,1475.0,,21.0,1324.0,475.0,490.0,115.0,1925.0,1530.0,23.3,57.9,1.6376,1
28/11/2004,07.00.00,0.8,871.0,,1.5,548.0,73.0,1197.0,50.0,1025.0,662.0,9.5,73.3,0.8719,0
03/02/2005,10.00.00,4.9,1429.0,,20.7,1317.0,947.0,495.0,322.0,1425.0,1916.0,5.1,50.8,0.4499,1
14/12/2004,19.00.00,7.4,,,,,1037.0,,208.0,,,,,,1
29/11/2004,19.00.00,1.8,1117.0,,7.3,871.0,182.0,781.0,94.0,1320.0,986.0,17.3,57.0,1.1137,0
25/12/2004,14.00.00,4.0,1424.0,,13.2,1090.0,507.0,566.0,176.0,1351.0,1896.0,12.2,61.1,0.8652,1
30/03/2005,05.00.00,0.5,901.0,,2.1,589.0,122.0,933.0,70.0,1109.0,754.0,10.2,77.9,0.9692,0
25/10/2004,12.00.00,3.5,1351.0,,20.0,1298.0,565.0,498.0,111.0,1821.0,1577.0,20.0,63.9,1.4805,1
11/03/2004,07.00.00,1.1,1144.0,29.0,3.2,667.0,98.0,1490.0,82.0,1339.0,730.0,10.2,59.6,0.7417,0
01/06/2004,11.00.00,1.6,1173.0,,12.4,1063.0,201.0,814.0,86.0,1905.0,1218.0,20.4,63.1,1.4969,0
10/09/2004,18.00.00,3.3,1211.0,,16.5,1194.0,393.0,797.0,164.0,1599.0,1188.0,31.6,22.7,1.041,1
25/11/2004,04.00.00,2.2,1050.0,,9.4,956.0,456.0,725.0,89.0,1162.0,1025.0,4.3,85.4,0.7152,1
27/08/2004,12.00.00,2.0,,,,,114.0,,104.0,,,,,,1
19/09/2004,05.00.00,0.5,773.0,,2.3,609.0,46.0,1169.0,35.0,1256.0,590.0,19.3,57.0,1.2603,0
25/03/2004,13.00.00,2.0,1106.0,211.0,8.9,935.0,132.0,958.0,96.0,1570.0,819.0,14.2,48.4,0.778,1
24/03/2004,08.00.00,3.1,1383.0,245.0,13.8,1109.0,174.0,832.0,97.0,1706.0,1173.0,11.0,57.3,0.7501,1
03/12/2004,06.00.00,0.9,988.0,,4.0,709.0,178.0,897.0,82.0,1267.0,785.0,13.8,85.5,1.3469,0
20/02/2005,17.00.00,1.2,1009.0,,2.8,640.0,151.0,915.0,115.0,996.0,613.0,8.4,56.3,0.6227,0
21/03/2004,13.00.00,1.9,1239.0,,6.8,848.0,102.0,981.0,80.0,1568.0,822.0,20.8,41.6,1.0091,0
15/08/2004,17.00.00,0.6,799.0,,3.1,658.0,26.0,1216.0,43.0,1254.0,461.0,36.7,17.1,1.0398,0
07/12/2004,01.00.00,1.4,987.0,,5.5,786.0,273.0,901.0,75.0,1220.0,936.0,13.0,69.4,1.0364,0
19/11/2004,21.00.00,4.3,837.0,,6.5,835.0,390.0,896.0,146.0,960.0,1078.0,14.2,27.7,0.4451,1
21/12/2004,16.00.00,2.3,959.0,,8.6,924.0,316.0,899.0,137.0,993.0,897.0,8.8,35.7,0.4043,1
16/05/2004,08.00.00,0.9,975.0,,5.2,774.0,73.0,1001.0,69.0,1393.0,878.0,16.3,45.1,0.8286,0
14/11/2004,04.00.00,0.3,689.0,,0.7,470.0,36.0,1643.0,26.0,863.0,305.0,9.8,51.3,0.6225,0
27/01/2005,01.00.00,0.2,843.0,,2.2,597.0,108.0,1059.0,83.0,808.0,527.0,4.5,42.0,0.3571,0
18/03/2005,14.00.00,2.3,1171.0,,10.4,993.0,290.0,597.0,160.0,1208.0,841.0,25.0,23.4,0.7301,1
09/02/2005,01.00.00,0.9,,,,,122.0,,100.0,,,,,,0
17/09/2004,01.00.00,0.8,834.0,,6.1,817.0,178.0,1022.0,72.0,1408.0,774.0,21.4,52.1,1.3125,0
25/08/2004,11.00.00,2.0,1122.0,,9.3,951.0,126.0,687.0,95.0,1729.0,1022.0,31.2,41.9,1.871,1
23/09/2004,03.00.00,0.5,824.0,,2.4,615.0,,1131.0,,1336.0,601.0,22.4,59.9,1.6069,0
12/02/2005,20.00.00,5.7,1846.0,,26.8,1474.0,952.0,389.0,265.0,1712.0,2426.0,11.4,55.4,0.7471,1
15/03/2005,23.00.00,1.5,1128.0,,6.1,818.0,244.0,674.0,149.0,1156.0,1303.0,13.2,51.6,0.7765,0
08/12/2004,04.00.00,1.7,1080.0,,7.9,896.0,212.0,1075.0,75.0,1262.0,1033.0,11.6,72.5,0.9916,0
23/05/2004,10.00.00,0.8,978.0,,4.1,718.0,67.0,1137.0,66.0,1392.0,565.0,23.6,34.0,0.9749,0
12/06/2004,14.00.00,1.2,1008.0,,7.2,866.0,58.0,937.0,68.0,1573.0,695.0,36.0,20.5,1.1995,0
26/12/2004,23.00.00,1.3,1113.0,,5.2,776.0,193.0,828.0,114.0,1217.0,881.0,12.0,72.3,1.0095,0
30/06/2004,14.00.00,2.1,1126.0,,13.4,1097.0,141.0,723.0,152.0,1810.0,1015.0,39.3,22.2,1.552,1
09/01/2005,06.00.00,0.6,929.0,,1.6,556.0,60.0,1035.0,46.0,1094.0,575.0,12.5,67.3,0.9743,0
02/02/2005,12.00.00,4.0,1281.0,,14.5,1132.0,714.0,577.0,204.0,1206.0,1696.0,12.7,30.0,0.4398,1
28/05/2004,15.00.00,1.7,1026.0,,12.3,1061.0,133.0,982.0,115.0,1564.0,814.0,29.6,18.9,0.7692,0
